# Created At: Wed Oct 15 2025 13:28:25 GMT+0800 (中国标准时间)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?cellTypes=CD14-positive%2C+CD16-positive+monocyte&genes=TYROBP%2CFCER1G%2CCTSS%2CAIF1%2CFCN1%2CLST1%2CPSAP%2CLYZ%2CCOTL1%2CCD68%2CSERPINA1%2CS100A9%2CSPI1%2CTYMP%2CS100A4%2CFTL%2CC1orf162%2CSAT1%2CNPC2%2CCST3%2CITGB2%2CHLA-DPA1%2COAZ1%2CSH3BGRL3%2CHLA-DRA%2CS100A8%2CCFD%2CEMP3%2CSTXBP2%2CCFP%2CCYBB%2CLILRB2%2CTNFRSF1B%2CFGL2%2CMS4A7%2CHLA-DRB5%2CFTH1%2CHLA-DRB1%2CFCGR3A%2CCARD16%2CHLA-DPB1%2CRHOG%2CSRGN%2CLAPTM5%2CARRB2%2CARPC3%2CMS4A6A%2CASAH1%2CHCK%2CC5AR1%2CVSIR%2CTNFSF13B%2CCLEC7A%2CMNDA%2CCD74%2CCSTA%2CCYBA%2CPILRA%2CDUSP1%2CMAFB%2CARPC1B%2CNCF2%2CSLC11A1%2CS100A11%2CPLAUR%2CAP1S2%2CLILRA5%2CRHOA%2CCTSB%2CTKT%2CACTB%2CGRN%2CTIMP1%2CSLC7A7%2CPFDN5%2CAPOBEC3A%2CFPR1%2CWARS1%2CHLA-DQB1%2CLAMTOR4%2CCSF1R%2CIGSF6%2CLRRC25%2CIFI30%2CCD14%2CLCP1%2CLSP1%2CHMOX1%2CZYX%2CNAMPT%2CMPEG1%2CVASP%2CIFITM2%2CPTPN6%2CLTA4H%2CCPVL%2CTMSB10%2CFCGR2A%2CARPC5%2CTBXAS1&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: No selection
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
liver,aggregated,1257719,11.63%,CD14,2.13637678422499,0.12859709082796741,146282
liver,aggregated,1257719,19.42%,LCP1,1.9994026632925077,0.10507604115197043,244209
liver,aggregated,1257719,14.47%,LSP1,2.015705505844484,0.10787554785378027,182052
liver,aggregated,1257719,9.23%,HMOX1,2.610565021311405,0.21002418818295437,116135
liver,aggregated,1257719,6.65%,ZYX,1.8043597054109655,0.07158347284743297,83608
liver,aggregated,1257719,23.28%,NAMPT,2.248127915593774,0.14778687568936966,292822
liver,aggregated,1257719,5.14%,MPEG1,1.8273540510565285,0.07553203730993409,64693
liver,aggregated,1257719,7.40%,VASP,1.7691556353196471,0.06553826755041678,93087
liver,aggregated,1257719,28.84%,IFITM2,2.179188226748193,0.13594862598974958,362746
liver,aggregated,1257719,6.89%,PTPN6,1.7900693987841876,0.06912955666410257,86691
liver,aggregated,1257719,5.15%,LTA4H,1.803191976684977,0.07138295171844102,64808
liver,aggregated,1257719,8.92%,CPVL,2.0268475750577366,0.10978885207266618,112147
liver,aggregated,1257719,57.81%,TMSB10,3.430690301586603,0.3508552249260371,727088
liver,aggregated,1257719,4.03%,FCGR2A,1.862791667489192,0.08161734693511849,50657
liver,aggregated,1257719,22.44%,ARPC5,1.8518126304209963,0.07973203842196559,282259
liver,aggregated,1257719,6.45%,TBXAS1,1.947168096380046,0.09610637713961433,81106
lung,aggregated,3843566,33.83%,TYROBP,3.0476132700707357,0.28507364643020144,1300189
lung,aggregated,3843566,31.09%,FCER1G,2.7789188284518826,0.2389337240422595,1195000
lung,aggregated,3843566,32.42%,CTSS,2.397929257627203,0.17351060206565433,1246099
lung,aggregated,3843566,21.41%,AIF1,2.3957637380865293,0.17313874136420374,822913
lung,aggregated,3843566,4.98%,FCN1,2.4022187055978104,0.17424718148746343,191432
lung,aggregated,3843566,16.36%,LST1,2.132411085263059,0.12791610523997007,628889
lung,aggregated,3843566,47.44%,PSAP,2.479270697496899,0.1874784671986258,1823578
lung,aggregated,3843566,28.71%,LYZ,3.123614367986894,0.2981244737496002,1103648
lung,aggregated,3843566,28.12%,COTL1,2.1092781659683553,0.12394374505851825,1080941
lung,aggregated,3843566,17.30%,CD68,2.3978837372937036,0.1735027853626288,665123
lung,aggregated,3843566,15.78%,SERPINA1,2.397275177410182,0.17339828410973754,606645
lung,aggregated,3843566,23.33%,S100A9,2.688683958439971,0.2234386885887851,896727
lung,aggregated,3843566,18.46%,SPI1,2.008800541495893,0.10668983475448425,709516
lung,aggregated,3843566,22.48%,TYMP,2.0882942169213017,0.1203404037516036,863917
lung,aggregated,3843566,50.98%,S100A4,2.9902470343022673,0.2752227777255926,1959404
lung,aggregated,3843566,84.44%,FTL,4.11738918640618,0.4687744236209104,3245563
lung,aggregated,3843566,19.50%,C1orf162,2.0298064964664686,0.11029695489507059,749392
lung,aggregated,3843566,68.74%,SAT1,2.7676637711350405,0.2370010176269642,2642117
lung,aggregated,3843566,46.16%,NPC2,2.4298937362858486,0.17899950818367893,1774171
lung,aggregated,3843566,51.32%,CST3,2.725027108768134,0.2296794955268512,1972609
lung,aggregated,3843566,21.66%,ITGB2,2.0305654994293953,0.1104272900727939,832450
lung,aggregated,3843566,24.08%,HLA-DPA1,2.6865262399301595,0.22306816747201796,925536
lung,aggregated,3843566,68.31%,OAZ1,2.4813103565164565,0.18782871526588482,2625545
lung,aggregated,3843566,56.18%,SH3BGRL3,2.580478702637213,0.20485779769045862,2159211
lung,aggregated,3843566,29.86%,HLA-DRA,3.1530250017206813,0.30317483634616654,1147801
lung,aggregated,3843566,14.45%,S100A8,2.842585158074197,0.24986643813117124,555467
lung,aggregated,3843566,13.65%,CFD,2.2830375453616734,0.15378152000868725,524672
lung,aggregated,3843566,32.71%,EMP3,2.0915027363698555,0.12089136728268576,1257140
lung,aggregated,3843566,13.62%,STXBP2,2.016778574786088,0.10805981410575115,523346
lung,aggregated,3843566,1.83%,CFP,1.8932209488272922,0.08684263060977072,70350
lung,aggregated,3843566,12.22%,CYBB,2.104700810355177,0.12315772644398493,469794
lung,aggregated,3843566,1.77%,LILRB2,1.9363490339492595,0.09424853930024847,68190
lung,aggregated,3843566,10.28%,TNFRSF1B,1.9875332964498136,0.10303784616134697,394937
lung,aggregated,3843566,5.67%,FGL2,2.012783719200628,0.10737382177351817,217821
lung,aggregated,3843566,17.80%,MS4A7,2.285910154634127,0.1542748014032831,684131
lung,aggregated,3843566,22.21%,HLA-DRB5,2.487840737526251,0.18895010531452242,853773
lung,aggregated,3843566,80.11%,FTH1,3.9824643107559914,0.4456052681549657,3079149
lung,aggregated,3843566,27.10%,HLA-DRB1,2.794318294201634,0.24157810384493952,1041483
lung,aggregated,3843566,16.04%,FCGR3A,2.128199494048584,0.1271928952971263,616660
lung,aggregated,3843566,11.63%,CARD16,1.8732001603958668,0.08340468221453844,447019
lung,aggregated,3843566,23.67%,HLA-DPB1,2.608218607325388,0.20962126448065327,909631
lung,aggregated,3843566,12.54%,RHOG,1.838639189831092,0.07746990928100424,482097
lung,aggregated,3843566,49.74%,SRGN,2.769040994715404,0.23723751298848333,1911783
lung,aggregated,3843566,39.44%,LAPTM5,2.2846147604947036,0.1540523577059193,1515979
lung,aggregated,3843566,10.66%,ARRB2,1.8399287887370714,0.07769135782707379,409556
lung,aggregated,3843566,49.84%,ARPC3,2.152445173990461,0.13135633754781473,1915651
lung,aggregated,3843566,9.71%,MS4A6A,2.1437329093650654,0.12986027677626674,373377
lung,aggregated,3843566,33.05%,ASAH1,2.020435470807651,0.10868777238281531,1270487
lung,aggregated,3843566,6.39%,HCK,1.8780317135706002,0.08423435136270652,245715
lung,aggregated,3843566,10.59%,C5AR1,2.0914837264510293,0.12088810291973894,406918
lung,aggregated,3843566,8.29%,VSIR,1.9141106339327167,0.09042978501335928,318772
lung,aggregated,3843566,5.67%,TNFSF13B,1.8847787399552343,0.08539294352360431,218024
lung,aggregated,3843566,8.10%,CLEC7A,1.895162786178632,0.08717608084469565,311344
lung,aggregated,3843566,12.25%,MNDA,2.0544857838930852,0.11453485575968567,470804
lung,aggregated,3843566,61.32%,CD74,3.3048754824506137,0.3292504386297054,2356977
lung,aggregated,3843566,11.05%,CSTA,1.982148029786352,0.10211309392459265,424624
lung,aggregated,3843566,52.89%,CYBA,2.546657487467146,0.19905005476280108,2032857
lung,aggregated,3843566,4.82%,PILRA,1.7887423321571927,0.06890167420101825,185352
lung,aggregated,3843566,54.47%,DUSP1,2.5398313468132963,0.19787787718413508,2093527
lung,aggregated,3843566,9.15%,MAFB,2.0319933515138247,0.11067247930692953,351659
lung,aggregated,3843566,32.21%,ARPC1B,2.052834417569883,0.11425128489931523,1237891
lung,aggregated,3843566,10.19%,NCF2,1.843352502131048,0.07827927423250772,391826
lung,aggregated,3843566,16.81%,SLC11A1,2.1388696542247834,0.12902516380045134,646258
lung,aggregated,3843566,63.51%,S100A11,2.8530946078467516,0.2516711096157176,2441214
lung,aggregated,3843566,16.65%,PLAUR,2.1632796937858845,0.13321682970931834,640075
lung,aggregated,3843566,8.20%,AP1S2,1.8581537195565163,0.08082092347223001,315051
lung,aggregated,3843566,1.07%,LILRA5,1.9208682139111772,0.09159018942611138,41003
lung,aggregated,3843566,50.69%,RHOA,2.0288566414596754,0.110133846808319,1948269
lung,aggregated,3843566,33.52%,CTSB,2.43808889461459,0.18040677201454522,1288537
lung,aggregated,3843566,27.45%,TKT,1.9597196502155114,0.09826171655165156,1055164
lung,aggregated,3843566,83.86%,ACTB,3.490778850315117,0.36117356630308173,3223405
lung,aggregated,3843566,32.06%,GRN,2.4375871305623584,0.18032060962768104,1232346
lung,aggregated,3843566,28.95%,TIMP1,2.3944785863282876,0.17291805647759148,1112677
lung,aggregated,3843566,6.83%,SLC7A7,1.7610020027871487,0.06413813448490686,262634
lung,aggregated,3843566,66.97%,PFDN5,2.358891943081929,0.1668071561272094,2573875
lung,aggregated,3843566,1.69%,APOBEC3A,2.2136414145502767,0.14186489058245114,64851
lung,aggregated,3843566,6.23%,FPR1,1.9601093021605853,0.09832862716727762,239611
lung,aggregated,3843566,8.71%,WARS1,2.0262892204286627,0.1096929720124193,334902
lung,aggregated,3843566,25.47%,HLA-DQB1,2.4216725156472148,0.1775877689608081,979088
lung,aggregated,3843566,25.25%,LAMTOR4,1.852776043228405,0.07989747463975101,970473
lung,aggregated,3843566,3.57%,CSF1R,1.9226584906624242,0.091897613836746,137027
lung,aggregated,3843566,5.40%,IGSF6,1.9786550196992612,0.10151327796506755,207622
lung,aggregated,3843566,1.36%,LRRC25,1.7978261064593302,0.07046153021726119,52250
lung,aggregated,3843566,8.93%,IFI30,2.437584344004034,0.18032013112286324,343089
lung,aggregated,3843566,10.48%,CD14,2.1848168545240987,0.13691516793667716,402699
lung,aggregated,3843566,27.86%,LCP1,2.117898320183847,0.12542398872890673,1070891
lung,aggregated,3843566,18.45%,LSP1,2.042453787910833,0.11246873426700277,709230
lung,aggregated,3843566,7.22%,HMOX1,2.092549835323623,0.12107117399609693,277514
lung,aggregated,3843566,7.57%,ZYX,1.8714050563747642,0.08309642887028262,290999
lung,aggregated,3843566,25.01%,NAMPT,2.2731987532731264,0.15209201314497398,961237
lung,aggregated,3843566,3.04%,MPEG1,1.8974650551918,0.08757142401943246,116684
lung,aggregated,3843566,13.58%,VASP,1.8238013590331335,0.07492197283208296,521768
lung,aggregated,3843566,33.18%,IFITM2,2.317294837283593,0.15966414557018135,1275317
lung,aggregated,3843566,9.18%,PTPN6,1.822468187991392,0.07469304212542154,352697
lung,aggregated,3843566,19.07%,LTA4H,1.9698130052345162,0.09999493668975712,732828
lung,aggregated,3843566,6.18%,CPVL,1.9033345404321975,0.08857932575278232,237484
lung,aggregated,3843566,79.60%,TMSB10,3.4913697135614306,0.36127502870834227,3059574
lung,aggregated,3843566,9.94%,FCGR2A,1.938472217860545,0.09461313017266033,382116
lung,aggregated,3843566,33.88%,ARPC5,1.9534113132271744,0.09717845566510247,1302387
lung,aggregated,3843566,7.30%,TBXAS1,2.019372533550832,0.10850524593292898,280768
lymph node,aggregated,484248,6.16%,TYROBP,2.718137588887398,0.22849643453507135,29813
lymph node,aggregated,484248,4.84%,FCER1G,2.5207362898578562,0.19459889440872244,23427
lymph node,aggregated,484248,18.80%,CTSS,1.933304825548832,0.09372579108676779,91057
lymph node,aggregated,484248,5.62%,AIF1,2.170837274547258,0.1345146094016315,27223
lymph node,aggregated,484248,0.60%,FCN1,2.3755208110907073,0.1696626475720705,2927
lymph node,aggregated,484248,3.65%,LST1,2.0041780755370264,0.10589606983959425,17690
lymph node,aggregated,484248,17.88%,PSAP,2.0456856154690386,0.11302370024176728,86560
lymph node,aggregated,484248,4.15%,LYZ,2.9579488698561973,0.26967657144072804,20097
lymph node,aggregated,484248,30.13%,COTL1,1.9877040543596702,0.10306716852715567,145917
lymph node,aggregated,484248,3.16%,CD68,2.3591829269785816,0.16685712357099725,15314
lymph node,aggregated,484248,2.20%,SERPINA1,2.3266336561032865,0.16126779755843845,10650
lymph node,aggregated,484248,2.76%,S100A9,2.8761669991217578,0.25563307599030716,13379
lymph node,aggregated,484248,9.05%,SPI1,1.9426017171676855,0.09532224338090005,43844
lymph node,aggregated,484248,8.83%,TYMP,2.0087474507982144,0.1066807180766116,42783
lymph node,aggregated,484248,33.85%,S100A4,2.3370813355172055,0.16306186190300767,163929
lymph node,aggregated,484248,92.70%,FTL,2.93359682187484,0.2654948637839648,448881
lymph node,aggregated,484248,9.61%,C1orf162,1.829050073885008,0.0758232765376708,46525
lymph node,aggregated,484248,45.21%,SAT1,2.2466116642000347,0.1475265066203028,218922
lymph node,aggregated,484248,14.16%,NPC2,2.009384749679263,0.10679015435944775,68592
lymph node,aggregated,484248,8.44%,CST3,2.6819664086005726,0.2222851581087365,40881
lymph node,aggregated,484248,19.40%,ITGB2,1.921707999776446,0.09173439655750025,93937
lymph node,aggregated,484248,40.18%,HLA-DPA1,2.635457674636132,0.21429872801159022,194576
lymph node,aggregated,484248,76.30%,OAZ1,2.3637064822031695,0.1676339036402929,369504
lymph node,aggregated,484248,65.66%,SH3BGRL3,2.284362291354111,0.1540090039748852,317943
lymph node,aggregated,484248,44.62%,HLA-DRA,3.443262222633564,0.35301406177386796,216095
lymph node,aggregated,484248,1.35%,S100A8,2.990394379290618,0.2752480796495393,6555
lymph node,aggregated,484248,1.53%,CFD,2.3232890044733288,0.16069345755463643,7405
lymph node,aggregated,484248,25.12%,EMP3,1.9507054661943353,0.09671381050409114,121666
lymph node,aggregated,484248,6.09%,STXBP2,1.8083877118644067,0.0722751578112907,29500
lymph node,aggregated,484248,0.78%,CFP,1.8702186637257185,0.08289270279236756,3758
lymph node,aggregated,484248,8.79%,CYBB,2.0218042675836307,0.10892282070249047,42568
lymph node,aggregated,484248,0.35%,LILRB2,1.8579102982747964,0.08077912342985301,1719
lymph node,aggregated,484248,6.94%,TNFRSF1B,1.8504314102135189,0.07949485676390931,33627
lymph node,aggregated,484248,2.06%,FGL2,1.9523694371809628,0.09699954582379562,9991
lymph node,aggregated,484248,2.61%,MS4A7,1.981039492409867,0.10192273707088555,12648
lymph node,aggregated,484248,29.40%,HLA-DRB5,2.624692019823123,0.21245006127127775,142359
lymph node,aggregated,484248,91.84%,FTH1,2.9783826323540987,0.27318543530135153,444735
lymph node,aggregated,484248,42.31%,HLA-DRB1,2.886908219398738,0.2574775468582035,204869
lymph node,aggregated,484248,1.87%,FCGR3A,2.2129717803762845,0.14174990171766416,9049
lymph node,aggregated,484248,6.75%,CARD16,1.7960629501697456,0.07015876290332232,32696
lymph node,aggregated,484248,40.91%,HLA-DPB1,2.65632414109903,0.21788189533469554,198102
lymph node,aggregated,484248,15.75%,RHOG,1.8070945680242236,0.0720531005329078,76289
lymph node,aggregated,484248,49.95%,SRGN,2.536424979018435,0.1972929393464457,241879
lymph node,aggregated,484248,64.25%,LAPTM5,2.3068041936240715,0.15786270345126882,311139
lymph node,aggregated,484248,5.90%,ARRB2,1.7495676141936387,0.06217463349441559,28548
lymph node,aggregated,484248,56.44%,ARPC3,2.084525355823058,0.11969321895121768,273310
lymph node,aggregated,484248,2.91%,MS4A6A,2.2595249332274436,0.14974395937857177,14087
lymph node,aggregated,484248,7.62%,ASAH1,1.815389917507185,0.07347756908171249,36882
lymph node,aggregated,484248,1.89%,HCK,1.8918108182785722,0.08660048449880987,9161
lymph node,aggregated,484248,1.13%,C5AR1,2.0671967920860017,0.11671757650359148,5465
lymph node,aggregated,484248,8.07%,VSIR,1.7961566620791192,0.07017485501225941,39055
lymph node,aggregated,484248,1.64%,TNFSF13B,1.8328913913166498,0.076482903462201,7952
lymph node,aggregated,484248,1.08%,CLEC7A,1.8341933451948795,0.07670647359090285,5234
lymph node,aggregated,484248,1.56%,MNDA,1.9169047843158347,0.09090959353131954,7553
lymph node,aggregated,484248,68.86%,CD74,3.7462392372909314,0.4050409509696303,333443
lymph node,aggregated,484248,0.97%,CSTA,2.016062254407392,0.10793680833578131,4708
lymph node,aggregated,484248,64.53%,CYBA,2.1826918922983873,0.13655027169401238,312493
lymph node,aggregated,484248,0.76%,PILRA,1.8006289787854997,0.07094283645796198,3662
lymph node,aggregated,484248,54.40%,DUSP1,2.6822818602144007,0.22233932712277152,263432
lymph node,aggregated,484248,2.18%,MAFB,2.065899240280803,0.1164947622941665,10559
lymph node,aggregated,484248,39.45%,ARPC1B,2.085474053541889,0.11985612830971712,191028
lymph node,aggregated,484248,1.13%,NCF2,1.8170387921220401,0.07376071206858818,5490
lymph node,aggregated,484248,1.06%,SLC11A1,2.035819535970084,0.11132950761309814,5131
lymph node,aggregated,484248,20.02%,S100A11,2.188899840644436,0.137616293950183,96953
lymph node,aggregated,484248,2.27%,PLAUR,2.3892147745343024,0.17201416034123698,11005
lymph node,aggregated,484248,7.55%,AP1S2,1.7885238321527226,0.06886415361373972,36563
lymph node,aggregated,484248,0.18%,LILRA5,1.9072920429913294,0.0892589038632497,865
lymph node,aggregated,484248,49.26%,RHOA,1.996146628558732,0.10451691834688479,238533
lymph node,aggregated,484248,10.47%,CTSB,2.127857430892625,0.1271341565775136,50682
lymph node,aggregated,484248,11.19%,TKT,1.7745610064126223,0.06646647209832357,54190
lymph node,aggregated,484248,96.76%,ACTB,3.6277464817288934,0.3846935016058612,468554
lymph node,aggregated,484248,10.45%,GRN,2.059847778573545,0.11545561175638738,50615
lymph node,aggregated,484248,6.61%,TIMP1,2.082336070859126,0.11931727727668091,31986
lymph node,aggregated,484248,1.67%,SLC7A7,1.8527314102415773,0.07988981031094775,8103
lymph node,aggregated,484248,65.15%,PFDN5,2.4792348832565185,0.18747231721553875,315478
lymph node,aggregated,484248,0.25%,APOBEC3A,2.1817811605682746,0.13639388181452525,1223
lymph node,aggregated,484248,0.72%,FPR1,2.0116077261418956,0.10717188150213866,3492
lymph node,aggregated,484248,3.25%,WARS1,1.8896484996420617,0.08622917345320172,15715
lymph node,aggregated,484248,30.17%,HLA-DQB1,2.3255464861960147,0.16108110990371136,146081
lymph node,aggregated,484248,26.41%,LAMTOR4,1.8460839752111355,0.07874831987096856,127880
lymph node,aggregated,484248,1.09%,CSF1R,2.0277569110576925,0.10994500227886228,5278
lymph node,aggregated,484248,1.38%,IGSF6,1.9707954193856885,0.10016363579798879,6666
lymph node,aggregated,484248,0.34%,LRRC25,1.7825559981960313,0.06783936354392332,1663
lymph node,aggregated,484248,6.96%,IFI30,2.1819797474125915,0.13642798293522146,33721
lymph node,aggregated,484248,1.90%,CD14,2.3212687306847757,0.1603465382985304,9222
lymph node,aggregated,484248,34.99%,LCP1,2.016877231681766,0.10807675536245219,169435
lymph node,aggregated,484248,31.56%,LSP1,1.963227716196409,0.0988641178931724,152824
lymph node,aggregated,484248,2.41%,HMOX1,1.9676150782792514,0.09961751102170353,11649
lymph node,aggregated,484248,10.84%,ZYX,1.8703236943142412,0.08291073853279299,52482
lymph node,aggregated,484248,9.02%,NAMPT,1.9263171880722396,0.0925258814462759,43688
lymph node,aggregated,484248,3.70%,MPEG1,2.3294419779867197,0.16175003959128917,17921
lymph node,aggregated,484248,12.57%,VASP,1.844926347095153,0.07854953320793329,60881
lymph node,aggregated,484248,34.63%,IFITM2,2.06736060585278,0.11674570642857125,167681
lymph node,aggregated,484248,17.89%,PTPN6,1.9021216820542413,0.08837105500817999,86650
lymph node,aggregated,484248,7.30%,LTA4H,1.785904988408911,0.06841444856454852,35372
lymph node,aggregated,484248,1.24%,CPVL,2.0462510850694446,0.11312080207728827,6012
lymph node,aggregated,484248,91.90%,TMSB10,3.2134818236363514,0.3135564172013729,445001
lymph node,aggregated,484248,1.14%,FCGR2A,2.0625054684677564,0.11591198742501424,5536
lymph node,aggregated,484248,25.20%,ARPC5,1.8647942357327216,0.08196122581395321,122045
lymph node,aggregated,484248,3.79%,TBXAS1,1.9017450795844453,0.08830638523450397,18361
milk,aggregated,47514,16.22%,TYROBP,3.2472898458781945,0.31936189465349374,7709
milk,aggregated,47514,12.87%,FCER1G,2.2559885296611903,0.1491366919371752,6117
milk,aggregated,47514,31.87%,CTSS,2.4707904320732914,0.1860222450820945,15145
milk,aggregated,47514,,AIF1,,,
milk,aggregated,47514,2.65%,FCN1,2.259759042302736,0.149784160338812,1261
milk,aggregated,47514,,LST1,,,
milk,aggregated,47514,98.41%,PSAP,3.89603059505988,0.43076296285868754,46760
milk,aggregated,47514,77.10%,LYZ,3.3930800951328037,0.3443968404640527,36633
milk,aggregated,47514,7.06%,COTL1,1.9110231567346405,0.0898996067281834,3353
milk,aggregated,47514,16.24%,CD68,2.980520148026316,0.2735524872084357,7714
milk,aggregated,47514,5.51%,SERPINA1,2.2497783423290025,0.1480702852046973,2617
milk,aggregated,47514,45.12%,S100A9,2.530565281146509,0.196286718289551,21439
milk,aggregated,47514,1.93%,SPI1,1.8082919687585197,0.07225871690745884,917
milk,aggregated,47514,14.56%,TYMP,2.17019901714074,0.13440500852182607,6917
milk,aggregated,47514,3.11%,S100A4,1.8483665223531651,0.07914027642706828,1477
milk,aggregated,47514,67.08%,FTL,2.6576412201167097,0.21810806273618102,31874
milk,aggregated,47514,3.37%,C1orf162,1.7731714141502808,0.06622785279995241,1602
milk,aggregated,47514,26.26%,SAT1,2.7089009268537074,0.22691032480094192,12475
milk,aggregated,47514,19.33%,NPC2,1.9771465664462224,0.1012542479843887,9186
milk,aggregated,47514,31.83%,CST3,1.9245295249074441,0.09221890583791384,15126
milk,aggregated,47514,14.60%,ITGB2,2.659158148785498,0.21836854810619552,6937
milk,aggregated,47514,,HLA-DPA1,,,
milk,aggregated,47514,82.94%,OAZ1,2.2809867352635185,0.1534293570901275,39409
milk,aggregated,47514,23.20%,SH3BGRL3,2.0586332553854874,0.11524705513237343,11025
milk,aggregated,47514,,HLA-DRA,,,
milk,aggregated,47514,9.37%,S100A8,2.423974181731417,0.1779830086012272,4453
milk,aggregated,47514,2.80%,CFD,1.7957241038257148,0.07010057657121652,1329
milk,aggregated,47514,2.56%,EMP3,1.7353598009902262,0.05973488299359305,1215
milk,aggregated,47514,2.73%,STXBP2,1.691471654878753,0.05219845744219843,1299
milk,aggregated,47514,0.91%,CFP,2.0229205294138826,0.10911450399114406,434
milk,aggregated,47514,,CYBB,,,
milk,aggregated,47514,,LILRB2,,,
milk,aggregated,47514,14.38%,TNFRSF1B,2.2762468500750037,0.1526154290705965,6833
milk,aggregated,47514,4.23%,FGL2,2.13793848142102,0.12886526380164026,2010
milk,aggregated,47514,7.24%,MS4A7,2.0746318018713663,0.11799430843888374,3440
milk,aggregated,47514,14.72%,HLA-DRB5,1.9840848102566853,0.1024456757973149,6993
milk,aggregated,47514,99.33%,FTH1,4.455260467432301,0.5267933189495063,47194
milk,aggregated,47514,,HLA-DRB1,,,
milk,aggregated,47514,8.65%,FCGR3A,2.2951439074671374,0.15586041157258046,4108
milk,aggregated,47514,1.90%,CARD16,1.8220274324300942,0.07461735605142682,903
milk,aggregated,47514,,HLA-DPB1,,,
milk,aggregated,47514,4.78%,RHOG,1.745366062451796,0.061453147519084025,2269
milk,aggregated,47514,15.95%,SRGN,2.8243151560644053,0.24672913290937173,7577
milk,aggregated,47514,16.72%,LAPTM5,2.793711591574342,0.24147392151810332,7943
milk,aggregated,47514,8.39%,ARRB2,1.8680010978670012,0.08251190475279921,3985
milk,aggregated,47514,26.40%,ARPC3,1.7633358970207254,0.06453890830869756,12545
milk,aggregated,47514,2.64%,MS4A6A,1.9216965220969673,0.09173242562264522,1253
milk,aggregated,47514,22.35%,ASAH1,2.3760536208215632,0.16975414108969267,10620
milk,aggregated,47514,4.11%,HCK,1.9745233694956477,0.10080379540718394,1953
milk,aggregated,47514,10.08%,C5AR1,2.1835087517611145,0.13669054192805596,4791
milk,aggregated,47514,3.02%,VSIR,1.8190584508384147,0.07410752570515697,1435
milk,aggregated,47514,3.82%,TNFSF13B,1.8131012719524793,0.07308456531270477,1815
milk,aggregated,47514,3.24%,CLEC7A,1.875695935621751,0.08383325406934218,1539
milk,aggregated,47514,4.98%,MNDA,1.9359058689426731,0.09417243947888353,2368
milk,aggregated,47514,54.72%,CD74,2.593730469501173,0.20713337693550135,26001
milk,aggregated,47514,0.52%,CSTA,1.7898160022904117,0.06908604368897085,249
milk,aggregated,47514,14.08%,CYBA,2.1645955154311762,0.133442781196161,6691
milk,aggregated,47514,5.67%,PILRA,1.9338016141576895,0.09381109909581253,2692
milk,aggregated,47514,11.68%,DUSP1,2.1901432291666665,0.1378298072985356,5550
milk,aggregated,47514,11.91%,MAFB,2.1685847090326855,0.13412780125856036,5660
milk,aggregated,47514,42.90%,ARPC1B,1.91565773254673,0.09069545113412827,20383
milk,aggregated,47514,12.12%,NCF2,2.30794316060264,0.15805828564372862,5758
milk,aggregated,47514,7.88%,SLC11A1,2.126353408103955,0.1268758873914418,3742
milk,aggregated,47514,22.97%,S100A11,1.9139483365781036,0.09040191548505605,10915
milk,aggregated,47514,13.45%,PLAUR,2.3198746515551645,0.16010714852010635,6390
milk,aggregated,47514,2.89%,AP1S2,1.743076171875,0.061059929956213434,1375
milk,aggregated,47514,,LILRA5,,,
milk,aggregated,47514,65.07%,RHOA,2.0165587599061943,0.10802206772946994,30915
milk,aggregated,47514,50.35%,CTSB,2.6032394997282835,0.20876625744475225,23922
milk,aggregated,47514,,TKT,,,
milk,aggregated,47514,77.32%,ACTB,2.41362805873867,0.17620638341677847,36739
milk,aggregated,47514,38.75%,GRN,2.2927099033865623,0.15544244699284057,18411
milk,aggregated,47514,10.04%,TIMP1,2.0316599884065187,0.11061523455037474,4771
milk,aggregated,47514,2.65%,SLC7A7,1.7654697436406994,0.06490533017005128,1258
milk,aggregated,47514,42.27%,PFDN5,1.864002122547555,0.08182520498424845,20082
milk,aggregated,47514,,APOBEC3A,,,
milk,aggregated,47514,3.93%,FPR1,2.4104162303116623,0.17565485167145217,1865
milk,aggregated,47514,33.76%,WARS1,2.0014346781294807,0.10542497656836464,16041
milk,aggregated,47514,,HLA-DQB1,,,
milk,aggregated,47514,8.74%,LAMTOR4,1.6973873721419976,0.05321429808910806,4155
milk,aggregated,47514,6.78%,CSF1R,2.0707003062441807,0.11731919621097918,3222
milk,aggregated,47514,7.33%,IGSF6,2.1152876318527554,0.12497568411847293,3484
milk,aggregated,47514,1.64%,LRRC25,1.8031983050293596,0.07138403841497591,777
milk,aggregated,47514,23.99%,IFI30,3.3998900478196017,0.3455662382623151,11397
milk,aggregated,47514,67.09%,CD14,2.268055637254902,0.15120884275825766,31875
milk,aggregated,47514,25.06%,LCP1,2.596113661771498,0.20754261616548259,11908
milk,aggregated,47514,,LSP1,,,
